|city_clear|ru_names|ru_names2|ru_names3
3577|Санкт- Пеетрбург|Санкт- Пеетрбург|Санкт- Пеетрбург|Санкт- Пеетрбург
3578|Санкт- Петербург|Санкт- Петербург|Санкт- Петербург|Санкт- Петербург
3579|Санкт- Петербург, Ленинский пр-т 109|Санкт- Петербург Ленинский пр-т 109|Санкт- Петербург Ленинский пр-т |Санкт- Петербург Ленинский пр-т 
3580|Санкт- петербург|Санкт- петербург|Санкт- петербург|Санкт- петербург
3581|Санкт-Gtnth,ehu|Санкт-Gtnthehu|Санкт-Gtnthehu|Санкт-Gtnthehu
3582|Санкт-Пебербург|Санкт-Пебербург|Санкт-Пебербург|Санкт-Пебербург
3583|Санкт-Пеербург (Москва)|Санкт-Пеербург Москва|Санкт-Пеербург Москва|Санкт-Пеербург Москва
3584|Санкт-Пеетрбург (Москва)|Санкт-Пеетрбург Москва|Санкт-Пеетрбург Москва|Санкт-Пеетрбург Москва
3585|Санкт-Пектербург|Санкт-Пектербург|Санкт-Пектербург|Санкт-Пектербург
3586|Санкт-Пептекрбург|Санкт-Пептекрбург|Санкт-Пептекрбург|Санкт-Пептекрбург
3587|Санкт-Перебург|Санкт-Перебург|Санкт-Перебург|Санкт-Перебург
3588|Санкт-Перербург|Санкт-Перербург|Санкт-Перербург|Санкт-Перербург
3589|Санкт-Перетбург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3590|Санкт-Пертербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3591|Санкт-Петеpбуг|Санкт-Петеpбуг|Санкт-Петеpбуг|Санкт-Петеpбуг
3592|Санкт-Петебруг|Санкт-Петебруг|Санкт-Петебруг|Санкт-Петебруг
3593|Санкт-Петебрург|Санкт-Петебрург|Санкт-Петебрург|Санкт-Петебрург
3594|Санкт-Петебург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3595|Санкт-Петер|Санкт-Петер|Санкт-Петер|Санкт-Петер
3596|Санкт-Петер6ург|Санкт-Петер6ург|Санкт-Петер6ург|Санкт-Петер6ург
3597|Санкт-Петербарг|Санкт-Петербарг|Санкт-Петербарг|Санкт-Петербарг
3598|Санкт-Петерберг|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3599|Санкт-Петербрг|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3600|Санкт-Петербруг|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3601|Санкт-Петербрург|Санкт-Петербрург|Санкт-Петербрург|Санкт-Петербрург
3602|Санкт-Петербуг|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3603|Санкт-Петербугр|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3604|Санкт-Петербуог|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3605|Санкт-Петербур|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3606|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3607|Санкт-Петербург (Астрахань)|Санкт-Петербург Астрахань|Санкт-Петербург Астрахань|Санкт-Петербург Астрахань
