|city_clear|ru_names
3627|Санкт-Петербург и область|Санкт-Петербург
3628|Санкт-Петербург, Колпино|Санкт-Петербург Колпино
3629|Санкт-Петербург, Ломоносов|Санкт-Петербург Ломоносов
3630|Санкт-Петербург, Москва|Санкт-Петербург Москва
3631|Санкт-Петербург, Москва, Ижевск|Санкт-Петербург Москва Ижевск
3632|Санкт-Петербург, Пушкин|Санкт-Петербург Пушкин
3633|Санкт-Петербург, Пушкин, ул.Ленинградская, д.38|Санкт-Петербург Пушкин 
3634|Санкт-Петербург, РФ|Санкт-Петербург Рф
3635|Санкт-Петербург, Россия|Санкт-Петербург Россия
3636|Санкт-Петербург, Сертолово|Санкт-Петербург Сертолово
3637|Санкт-Петербург, Сестрорецк|Санкт-Петербург Сестрорецк
3638|Санкт-Петербург, Тольск, Тюмень|Санкт-Петербург Тобольск Тюмень
3639|Санкт-Петербург, Торфяная дор.7|Санкт-Петербург Торфяная Дор.7
3640|Санкт-Петербург, г. Пушкин|Санкт-Петербург Г. Пушкин
3641|Санкт-Петербург, г.Колпино|Санкт-Петербург Колпино
3642|Санкт-Петербург, онлайн чат|Санкт-Петербург Онлайн Чат
3643|Санкт-Петербург, п. Стрельна|Санкт-Петербург П. Стрельна
3644|Санкт-Петербург, пос. Песочный|Санкт-Петербург По Песочный
3645|Санкт-Петербург,Московский пр., д. 167|Санкт-Петербург . Д.
3646|Санкт-Петербург,ул.Марата|Санкт-Петербург Марата
3647|Санкт-Петербург.|Санкт-Петербург.
3648|Санкт-Петербург/Москва|Санкт-Петербург Москва
3649|Санкт-Петербург; Чернушка (Пермский кр.)|Санкт-Петербург Чернушка .
3650|Санкт-Петербурга|Санкт-Петербурга
3651|Санкт-Петербурги|Санкт-Петербург
3652|Санкт-Петербургй|Санкт-Петербург
3653|Санкт-Петербурог|Санкт-Петербург
3654|Санкт-Петербуррг|Санкт-Петербург
3655|Санкт-Петербырг|Санкт-Петербург
3656|Санкт-Петергбург|Санкт-Петербург
3657|Санкт-Петеребург|Санкт-Петербург
3658|Санкт-Петернбург|Санкт-Петербург
3659|Санкт-Петерубрг|Санкт-Петербург
3660|Санкт-Петерубург|Санкт-Петербург
3661|Санкт-Петерург|Санкт-Петербург
3662|Санкт-Петеурбрг|Санкт-Петербург
3663|Санкт-Петрбург|Санкт-Петербург
3664|Санкт-Петребруг|Санкт-Петербург
3665|Санкт-Петребург|Санкт-Петербург
3666|Санкт-Петрербург|Санкт-Петербург
3667|Санкт-Петурбург|Санкт-Петербург
3668|Санкт-Питербург|Санкт-Петербург
3669|Санкт-Ппетербург|Санкт-Петербург
3670|Санкт-Птербург|Санкт-Петербург
3671|Санкт-Птербург Пушкин|Санкт-Петербург Пушкин
3672|Санкт-Птеребург|Санкт-Петербург
3673|Санкт-Путурбург|Санкт-Петербург
3674|Санкт-етербург|Санкт-Петербург
3675|Санкт-перебург|Санкт-Петербург
3676|Санкт-петербург|Санкт-Петербург
3677|Санкт_Петербург|Санкт Петербург
3678|Санкт_петербург|Санкт Петербург
3679|СанктПетербург|Санкт Петербург
3680|Санкт–Петербург|Санкт-Петербург
3681|Сантк-Петербург|Санкт-Петербург
3682|Саперное|Саперное
3683|Сапожок|Сапожок
